date,team,opponent,goals_scored,goals_conceded,season,league,home,country
2017-08-11,Arsenal,Leicester,4,3,2017,E0,1,England
2017-08-12,Brighton,Man City,0,2,2017,E0,1,England
2017-08-12,Chelsea,Burnley,2,3,2017,E0,1,England
2017-08-12,Crystal Palace,Huddersfield,0,3,2017,E0,1,England
2017-08-12,Everton,Stoke,1,0,2017,E0,1,England
2017-08-12,Southampton,Swansea,0,0,2017,E0,1,England
2017-08-12,Watford,Liverpool,3,3,2017,E0,1,England
2017-08-12,West Brom,Bournemouth,1,0,2017,E0,1,England
2017-08-13,Man United,West Ham,4,0,2017,E0,1,England
2017-08-13,Newcastle,Tottenham,0,2,2017,E0,1,England
2017-08-19,Bournemouth,Watford,0,2,2017,E0,1,England
2017-08-19,Burnley,West Brom,0,1,2017,E0,1,England
2017-08-19,Leicester,Brighton,2,0,2017,E0,1,England
2017-08-19,Liverpool,Crystal Palace,1,0,2017,E0,1,England
2017-08-19,Southampton,West Ham,3,2,2017,E0,1,England
2017-08-19,Stoke,Arsenal,1,0,2017,E0,1,England
2017-08-19,Swansea,Man United,0,4,2017,E0,1,England
2017-08-20,Huddersfield,Newcastle,1,0,2017,E0,1,England
2017-08-20,Tottenham,Chelsea,1,2,2017,E0,1,England
2017-08-21,Man City,Everton,1,1,2017,E0,1,England
2017-08-26,Bournemouth,Man City,1,2,2017,E0,1,England
2017-08-26,Crystal Palace,Swansea,0,2,2017,E0,1,England
2017-08-26,Huddersfield,Southampton,0,0,2017,E0,1,England
2017-08-26,Man United,Leicester,2,0,2017,E0,1,England
2017-08-26,Newcastle,West Ham,3,0,2017,E0,1,England
2017-08-26,Watford,Brighton,0,0,2017,E0,1,England
2017-08-27,Chelsea,Everton,2,0,2017,E0,1,England
2017-08-27,Liverpool,Arsenal,4,0,2017,E0,1,England
2017-08-27,Tottenham,Burnley,1,1,2017,E0,1,England
2017-08-27,West Brom,Stoke,1,1,2017,E0,1,England
2017-09-09,Arsenal,Bournemouth,3,0,2017,E0,1,England
2017-09-09,Brighton,West Brom,3,1,2017,E0,1,England
2017-09-09,Everton,Tottenham,0,3,2017,E0,1,England
2017-09-09,Leicester,Chelsea,1,2,2017,E0,1,England
2017-09-09,Man City,Liverpool,5,0,2017,E0,1,England
2017-09-09,Southampton,Watford,0,2,2017,E0,1,England
2017-09-09,Stoke,Man United,2,2,2017,E0,1,England
2017-09-10,Burnley,Crystal Palace,1,0,2017,E0,1,England
2017-09-10,Swansea,Newcastle,0,1,2017,E0,1,England
2017-09-11,West Ham,Huddersfield,2,0,2017,E0,1,England
2017-09-15,Bournemouth,Brighton,2,1,2017,E0,1,England
2017-09-16,Crystal Palace,Southampton,0,1,2017,E0,1,England
2017-09-16,Huddersfield,Leicester,1,1,2017,E0,1,England
2017-09-16,Liverpool,Burnley,1,1,2017,E0,1,England
2017-09-16,Newcastle,Stoke,2,1,2017,E0,1,England
2017-09-16,Tottenham,Swansea,0,0,2017,E0,1,England
2017-09-16,Watford,Man City,0,6,2017,E0,1,England
2017-09-16,West Brom,West Ham,0,0,2017,E0,1,England
2017-09-17,Chelsea,Arsenal,0,0,2017,E0,1,England
2017-09-17,Man United,Everton,4,0,2017,E0,1,England
2017-09-23,Burnley,Huddersfield,0,0,2017,E0,1,England
2017-09-23,Everton,Bournemouth,2,1,2017,E0,1,England
2017-09-23,Leicester,Liverpool,2,3,2017,E0,1,England
2017-09-23,Man City,Crystal Palace,5,0,2017,E0,1,England
2017-09-23,Southampton,Man United,0,1,2017,E0,1,England
2017-09-23,Stoke,Chelsea,0,4,2017,E0,1,England
2017-09-23,Swansea,Watford,1,2,2017,E0,1,England
2017-09-23,West Ham,Tottenham,2,3,2017,E0,1,England
2017-09-24,Brighton,Newcastle,1,0,2017,E0,1,England
2017-09-25,Arsenal,West Brom,2,0,2017,E0,1,England
2017-09-30,Bournemouth,Leicester,0,0,2017,E0,1,England
2017-09-30,Chelsea,Man City,0,1,2017,E0,1,England
2017-09-30,Huddersfield,Tottenham,0,4,2017,E0,1,England
2017-09-30,Man United,Crystal Palace,4,0,2017,E0,1,England
2017-09-30,Stoke,Southampton,2,1,2017,E0,1,England
2017-09-30,West Brom,Watford,2,2,2017,E0,1,England
2017-09-30,West Ham,Swansea,1,0,2017,E0,1,England
2017-10-01,Arsenal,Brighton,2,0,2017,E0,1,England
2017-10-01,Everton,Burnley,0,1,2017,E0,1,England
2017-10-01,Newcastle,Liverpool,1,1,2017,E0,1,England
2017-10-14,Burnley,West Ham,1,1,2017,E0,1,England
2017-10-14,Crystal Palace,Chelsea,2,1,2017,E0,1,England
2017-10-14,Liverpool,Man United,0,0,2017,E0,1,England
2017-10-14,Man City,Stoke,7,2,2017,E0,1,England
2017-10-14,Swansea,Huddersfield,2,0,2017,E0,1,England
2017-10-14,Tottenham,Bournemouth,1,0,2017,E0,1,England
2017-10-14,Watford,Arsenal,2,1,2017,E0,1,England
2017-10-15,Brighton,Everton,1,1,2017,E0,1,England
2017-10-15,Southampton,Newcastle,2,2,2017,E0,1,England
2017-10-16,Leicester,West Brom,1,1,2017,E0,1,England
2017-10-20,West Ham,Brighton,0,3,2017,E0,1,England
2017-10-21,Chelsea,Watford,4,2,2017,E0,1,England
2017-10-21,Huddersfield,Man United,2,1,2017,E0,1,England
2017-10-21,Man City,Burnley,3,0,2017,E0,1,England
2017-10-21,Newcastle,Crystal Palace,1,0,2017,E0,1,England
2017-10-21,Southampton,West Brom,1,0,2017,E0,1,England
2017-10-21,Stoke,Bournemouth,1,2,2017,E0,1,England
2017-10-21,Swansea,Leicester,1,2,2017,E0,1,England
2017-10-22,Everton,Arsenal,2,5,2017,E0,1,England
2017-10-22,Tottenham,Liverpool,4,1,2017,E0,1,England
2017-10-28,Arsenal,Swansea,2,1,2017,E0,1,England
2017-10-28,Bournemouth,Chelsea,0,1,2017,E0,1,England
2017-10-28,Crystal Palace,West Ham,2,2,2017,E0,1,England
2017-10-28,Liverpool,Huddersfield,3,0,2017,E0,1,England
2017-10-28,Man United,Tottenham,1,0,2017,E0,1,England
2017-10-28,Watford,Stoke,0,1,2017,E0,1,England
2017-10-28,West Brom,Man City,2,3,2017,E0,1,England
2017-10-29,Brighton,Southampton,1,1,2017,E0,1,England
2017-10-29,Leicester,Everton,2,0,2017,E0,1,England
2017-10-30,Burnley,Newcastle,1,0,2017,E0,1,England
2017-11-04,Huddersfield,West Brom,1,0,2017,E0,1,England
2017-11-04,Newcastle,Bournemouth,0,1,2017,E0,1,England
2017-11-04,Southampton,Burnley,0,1,2017,E0,1,England
2017-11-04,Stoke,Leicester,2,2,2017,E0,1,England
2017-11-04,Swansea,Brighton,0,1,2017,E0,1,England
2017-11-04,West Ham,Liverpool,1,4,2017,E0,1,England
2017-11-05,Chelsea,Man United,1,0,2017,E0,1,England
2017-11-05,Everton,Watford,3,2,2017,E0,1,England
2017-11-05,Man City,Arsenal,3,1,2017,E0,1,England
2017-11-05,Tottenham,Crystal Palace,1,0,2017,E0,1,England
2017-11-18,Arsenal,Tottenham,2,0,2017,E0,1,England
2017-11-18,Bournemouth,Huddersfield,4,0,2017,E0,1,England
2017-11-18,Burnley,Swansea,2,0,2017,E0,1,England
2017-11-18,Crystal Palace,Everton,2,2,2017,E0,1,England
2017-11-18,Leicester,Man City,0,2,2017,E0,1,England
2017-11-18,Liverpool,Southampton,3,0,2017,E0,1,England
2017-11-18,Man United,Newcastle,4,1,2017,E0,1,England
2017-11-18,West Brom,Chelsea,0,4,2017,E0,1,England
2017-11-19,Watford,West Ham,2,0,2017,E0,1,England
2017-11-20,Brighton,Stoke,2,2,2017,E0,1,England
2017-11-24,West Ham,Leicester,1,1,2017,E0,1,England
2017-11-25,Crystal Palace,Stoke,2,1,2017,E0,1,England
2017-11-25,Liverpool,Chelsea,1,1,2017,E0,1,England
2017-11-25,Man United,Brighton,1,0,2017,E0,1,England
2017-11-25,Newcastle,Watford,0,3,2017,E0,1,England
2017-11-25,Swansea,Bournemouth,0,0,2017,E0,1,England
2017-11-25,Tottenham,West Brom,1,1,2017,E0,1,England
2017-11-26,Burnley,Arsenal,0,1,2017,E0,1,England
2017-11-26,Huddersfield,Man City,1,2,2017,E0,1,England
2017-11-26,Southampton,Everton,4,1,2017,E0,1,England
2017-11-28,Brighton,Crystal Palace,0,0,2017,E0,1,England
2017-11-28,Leicester,Tottenham,2,1,2017,E0,1,England
2017-11-28,Watford,Man United,2,4,2017,E0,1,England
2017-11-28,West Brom,Newcastle,2,2,2017,E0,1,England
2017-11-29,Arsenal,Huddersfield,5,0,2017,E0,1,England
2017-11-29,Bournemouth,Burnley,1,2,2017,E0,1,England
2017-11-29,Chelsea,Swansea,1,0,2017,E0,1,England
2017-11-29,Everton,West Ham,4,0,2017,E0,1,England
2017-11-29,Man City,Southampton,2,1,2017,E0,1,England
2017-11-29,Stoke,Liverpool,0,3,2017,E0,1,England
2017-12-02,Arsenal,Man United,1,3,2017,E0,1,England
2017-12-02,Brighton,Liverpool,1,5,2017,E0,1,England
2017-12-02,Chelsea,Newcastle,3,1,2017,E0,1,England
2017-12-02,Everton,Huddersfield,2,0,2017,E0,1,England
2017-12-02,Leicester,Burnley,1,0,2017,E0,1,England
2017-12-02,Stoke,Swansea,2,1,2017,E0,1,England
2017-12-02,Watford,Tottenham,1,1,2017,E0,1,England
2017-12-02,West Brom,Crystal Palace,0,0,2017,E0,1,England
2017-12-03,Bournemouth,Southampton,1,1,2017,E0,1,England
2017-12-03,Man City,West Ham,2,1,2017,E0,1,England
2017-12-09,Burnley,Watford,1,0,2017,E0,1,England
2017-12-09,Crystal Palace,Bournemouth,2,2,2017,E0,1,England
2017-12-09,Huddersfield,Brighton,2,0,2017,E0,1,England
2017-12-09,Newcastle,Leicester,2,3,2017,E0,1,England
2017-12-09,Swansea,West Brom,1,0,2017,E0,1,England
2017-12-09,Tottenham,Stoke,5,1,2017,E0,1,England
2017-12-09,West Ham,Chelsea,1,0,2017,E0,1,England
2017-12-10,Liverpool,Everton,1,1,2017,E0,1,England
2017-12-10,Man United,Man City,1,2,2017,E0,1,England
2017-12-10,Southampton,Arsenal,1,1,2017,E0,1,England
2017-12-12,Burnley,Stoke,1,0,2017,E0,1,England
2017-12-12,Crystal Palace,Watford,2,1,2017,E0,1,England
2017-12-12,Huddersfield,Chelsea,1,3,2017,E0,1,England
2017-12-13,Liverpool,West Brom,0,0,2017,E0,1,England
2017-12-13,Man United,Bournemouth,1,0,2017,E0,1,England
2017-12-13,Newcastle,Everton,0,1,2017,E0,1,England
2017-12-13,Southampton,Leicester,1,4,2017,E0,1,England
2017-12-13,Swansea,Man City,0,4,2017,E0,1,England
2017-12-13,Tottenham,Brighton,2,0,2017,E0,1,England
2017-12-13,West Ham,Arsenal,0,0,2017,E0,1,England
2017-12-16,Arsenal,Newcastle,1,0,2017,E0,1,England
2017-12-16,Brighton,Burnley,0,0,2017,E0,1,England
2017-12-16,Chelsea,Southampton,1,0,2017,E0,1,England
2017-12-16,Leicester,Crystal Palace,0,3,2017,E0,1,England
2017-12-16,Man City,Tottenham,4,1,2017,E0,1,England
2017-12-16,Stoke,West Ham,0,3,2017,E0,1,England
2017-12-16,Watford,Huddersfield,1,4,2017,E0,1,England
2017-12-17,Bournemouth,Liverpool,0,4,2017,E0,1,England
2017-12-17,West Brom,Man United,1,2,2017,E0,1,England
2017-12-18,Everton,Swansea,3,1,2017,E0,1,England
2017-12-22,Arsenal,Liverpool,3,3,2017,E0,1,England
2017-12-23,Brighton,Watford,1,0,2017,E0,1,England
2017-12-23,Burnley,Tottenham,0,3,2017,E0,1,England
2017-12-23,Everton,Chelsea,0,0,2017,E0,1,England
2017-12-23,Leicester,Man United,2,2,2017,E0,1,England
2017-12-23,Man City,Bournemouth,4,0,2017,E0,1,England
2017-12-23,Southampton,Huddersfield,1,1,2017,E0,1,England
2017-12-23,Stoke,West Brom,3,1,2017,E0,1,England
2017-12-23,Swansea,Crystal Palace,1,1,2017,E0,1,England
2017-12-23,West Ham,Newcastle,2,3,2017,E0,1,England
2017-12-26,Bournemouth,West Ham,3,3,2017,E0,1,England
2017-12-26,Chelsea,Brighton,2,0,2017,E0,1,England
2017-12-26,Huddersfield,Stoke,1,1,2017,E0,1,England
2017-12-26,Liverpool,Swansea,5,0,2017,E0,1,England
2017-12-26,Man United,Burnley,2,2,2017,E0,1,England
2017-12-26,Tottenham,Southampton,5,2,2017,E0,1,England
2017-12-26,Watford,Leicester,2,1,2017,E0,1,England
2017-12-26,West Brom,Everton,0,0,2017,E0,1,England
2017-12-27,Newcastle,Man City,0,1,2017,E0,1,England
2017-12-28,Crystal Palace,Arsenal,2,3,2017,E0,1,England
2017-12-30,Bournemouth,Everton,2,1,2017,E0,1,England
2017-12-30,Chelsea,Stoke,5,0,2017,E0,1,England
2017-12-30,Huddersfield,Burnley,0,0,2017,E0,1,England
2017-12-30,Liverpool,Leicester,2,1,2017,E0,1,England
2017-12-30,Man United,Southampton,0,0,2017,E0,1,England
2017-12-30,Newcastle,Brighton,0,0,2017,E0,1,England
2017-12-30,Watford,Swansea,1,2,2017,E0,1,England
2017-12-31,Crystal Palace,Man City,0,0,2017,E0,1,England
2017-12-31,West Brom,Arsenal,1,1,2017,E0,1,England
2018-01-01,Brighton,Bournemouth,2,2,2017,E0,1,England
2018-01-01,Burnley,Liverpool,1,2,2017,E0,1,England
2018-01-01,Everton,Man United,0,2,2017,E0,1,England
2018-01-01,Leicester,Huddersfield,3,0,2017,E0,1,England
2018-01-01,Stoke,Newcastle,0,1,2017,E0,1,England
2018-01-02,Man City,Watford,3,1,2017,E0,1,England
2018-01-02,Southampton,Crystal Palace,1,2,2017,E0,1,England
2018-01-02,Swansea,Tottenham,0,2,2017,E0,1,England
2018-01-02,West Ham,West Brom,2,1,2017,E0,1,England
2018-01-03,Arsenal,Chelsea,2,2,2017,E0,1,England
2018-01-04,Tottenham,West Ham,1,1,2017,E0,1,England
2018-01-13,Chelsea,Leicester,0,0,2017,E0,1,England
2018-01-13,Crystal Palace,Burnley,1,0,2017,E0,1,England
2018-01-13,Huddersfield,West Ham,1,4,2017,E0,1,England
2018-01-13,Newcastle,Swansea,1,1,2017,E0,1,England
2018-01-13,Tottenham,Everton,4,0,2017,E0,1,England
2018-01-13,Watford,Southampton,2,2,2017,E0,1,England
2018-01-13,West Brom,Brighton,2,0,2017,E0,1,England
2018-01-14,Bournemouth,Arsenal,2,1,2017,E0,1,England
2018-01-14,Liverpool,Man City,4,3,2017,E0,1,England
2018-01-15,Man United,Stoke,3,0,2017,E0,1,England
2018-01-20,Arsenal,Crystal Palace,4,1,2017,E0,1,England
2018-01-20,Brighton,Chelsea,0,4,2017,E0,1,England
2018-01-20,Burnley,Man United,0,1,2017,E0,1,England
2018-01-20,Everton,West Brom,1,1,2017,E0,1,England
2018-01-20,Leicester,Watford,2,0,2017,E0,1,England
2018-01-20,Man City,Newcastle,3,1,2017,E0,1,England
2018-01-20,Stoke,Huddersfield,2,0,2017,E0,1,England
2018-01-20,West Ham,Bournemouth,1,1,2017,E0,1,England
2018-01-21,Southampton,Tottenham,1,1,2017,E0,1,England
2018-01-22,Swansea,Liverpool,1,0,2017,E0,1,England
2018-01-30,Huddersfield,Liverpool,0,3,2017,E0,1,England
2018-01-30,Swansea,Arsenal,3,1,2017,E0,1,England
2018-01-30,West Ham,Crystal Palace,1,1,2017,E0,1,England
2018-01-31,Chelsea,Bournemouth,0,3,2017,E0,1,England
2018-01-31,Everton,Leicester,2,1,2017,E0,1,England
2018-01-31,Man City,West Brom,3,0,2017,E0,1,England
2018-01-31,Newcastle,Burnley,1,1,2017,E0,1,England
2018-01-31,Southampton,Brighton,1,1,2017,E0,1,England
2018-01-31,Stoke,Watford,0,0,2017,E0,1,England
2018-01-31,Tottenham,Man United,2,0,2017,E0,1,England
2018-02-03,Arsenal,Everton,5,1,2017,E0,1,England
2018-02-03,Bournemouth,Stoke,2,1,2017,E0,1,England
2018-02-03,Brighton,West Ham,3,1,2017,E0,1,England
2018-02-03,Burnley,Man City,1,1,2017,E0,1,England
2018-02-03,Leicester,Swansea,1,1,2017,E0,1,England
2018-02-03,Man United,Huddersfield,2,0,2017,E0,1,England
2018-02-03,West Brom,Southampton,2,3,2017,E0,1,England
2018-02-04,Crystal Palace,Newcastle,1,1,2017,E0,1,England
2018-02-04,Liverpool,Tottenham,2,2,2017,E0,1,England
2018-02-05,Watford,Chelsea,4,1,2017,E0,1,England
2018-02-10,Everton,Crystal Palace,3,1,2017,E0,1,England
2018-02-10,Man City,Leicester,5,1,2017,E0,1,England
2018-02-10,Stoke,Brighton,1,1,2017,E0,1,England
2018-02-10,Swansea,Burnley,1,0,2017,E0,1,England
2018-02-10,Tottenham,Arsenal,1,0,2017,E0,1,England
2018-02-10,West Ham,Watford,2,0,2017,E0,1,England
2018-02-11,Huddersfield,Bournemouth,4,1,2017,E0,1,England
2018-02-11,Newcastle,Man United,1,0,2017,E0,1,England
2018-02-11,Southampton,Liverpool,0,2,2017,E0,1,England
2018-02-12,Chelsea,West Brom,3,0,2017,E0,1,England
2018-02-24,Bournemouth,Newcastle,2,2,2017,E0,1,England
2018-02-24,Brighton,Swansea,4,1,2017,E0,1,England
2018-02-24,Burnley,Southampton,1,1,2017,E0,1,England
2018-02-24,Leicester,Stoke,1,1,2017,E0,1,England
2018-02-24,Liverpool,West Ham,4,1,2017,E0,1,England
2018-02-24,Watford,Everton,1,0,2017,E0,1,England
2018-02-24,West Brom,Huddersfield,1,2,2017,E0,1,England
2018-02-25,Crystal Palace,Tottenham,0,1,2017,E0,1,England
2018-02-25,Man United,Chelsea,2,1,2017,E0,1,England
2018-03-01,Arsenal,Man City,0,3,2017,E0,1,England
2018-03-03,Burnley,Everton,2,1,2017,E0,1,England
2018-03-03,Leicester,Bournemouth,1,1,2017,E0,1,England
2018-03-03,Liverpool,Newcastle,2,0,2017,E0,1,England
2018-03-03,Southampton,Stoke,0,0,2017,E0,1,England
2018-03-03,Swansea,West Ham,4,1,2017,E0,1,England
2018-03-03,Tottenham,Huddersfield,2,0,2017,E0,1,England
2018-03-03,Watford,West Brom,1,0,2017,E0,1,England
2018-03-04,Brighton,Arsenal,2,1,2017,E0,1,England
2018-03-04,Man City,Chelsea,1,0,2017,E0,1,England
2018-03-05,Crystal Palace,Man United,2,3,2017,E0,1,England
2016-08-13,Burnley,Swansea,0,1,2016,E0,1,England
2016-08-13,Crystal Palace,West Brom,0,1,2016,E0,1,England
2016-08-13,Everton,Tottenham,1,1,2016,E0,1,England
2016-08-13,Hull,Leicester,2,1,2016,E0,1,England
2016-08-13,Man City,Sunderland,2,1,2016,E0,1,England
2016-08-13,Middlesbrough,Stoke,1,1,2016,E0,1,England
2016-08-13,Southampton,Watford,1,1,2016,E0,1,England
2016-08-14,Arsenal,Liverpool,3,4,2016,E0,1,England
2016-08-14,Bournemouth,Man United,1,3,2016,E0,1,England
2016-08-15,Chelsea,West Ham,2,1,2016,E0,1,England
2016-08-19,Man United,Southampton,2,0,2016,E0,1,England
2016-08-20,Burnley,Liverpool,2,0,2016,E0,1,England
2016-08-20,Leicester,Arsenal,0,0,2016,E0,1,England
2016-08-20,Stoke,Man City,1,4,2016,E0,1,England
2016-08-20,Swansea,Hull,0,2,2016,E0,1,England
2016-08-20,Tottenham,Crystal Palace,1,0,2016,E0,1,England
2016-08-20,Watford,Chelsea,1,2,2016,E0,1,England
2016-08-20,West Brom,Everton,1,2,2016,E0,1,England
2016-08-21,Sunderland,Middlesbrough,1,2,2016,E0,1,England
2016-08-21,West Ham,Bournemouth,1,0,2016,E0,1,England
2016-08-27,Chelsea,Burnley,3,0,2016,E0,1,England
2016-08-27,Crystal Palace,Bournemouth,1,1,2016,E0,1,England
2016-08-27,Everton,Stoke,1,0,2016,E0,1,England
2016-08-27,Hull,Man United,0,1,2016,E0,1,England
2016-08-27,Leicester,Swansea,2,1,2016,E0,1,England
2016-08-27,Southampton,Sunderland,1,1,2016,E0,1,England
2016-08-27,Tottenham,Liverpool,1,1,2016,E0,1,England
2016-08-27,Watford,Arsenal,1,3,2016,E0,1,England
2016-08-28,Man City,West Ham,3,1,2016,E0,1,England
2016-08-28,West Brom,Middlesbrough,0,0,2016,E0,1,England
2016-09-10,Arsenal,Southampton,2,1,2016,E0,1,England
2016-09-10,Bournemouth,West Brom,1,0,2016,E0,1,England
2016-09-10,Burnley,Hull,1,1,2016,E0,1,England
2016-09-10,Liverpool,Leicester,4,1,2016,E0,1,England
2016-09-10,Man United,Man City,1,2,2016,E0,1,England
2016-09-10,Middlesbrough,Crystal Palace,1,2,2016,E0,1,England
2016-09-10,Stoke,Tottenham,0,4,2016,E0,1,England
2016-09-10,West Ham,Watford,2,4,2016,E0,1,England
2016-09-11,Swansea,Chelsea,2,2,2016,E0,1,England
2016-09-12,Sunderland,Everton,0,3,2016,E0,1,England
2016-09-16,Chelsea,Liverpool,1,2,2016,E0,1,England
2016-09-17,Everton,Middlesbrough,3,1,2016,E0,1,England
2016-09-17,Hull,Arsenal,1,4,2016,E0,1,England
2016-09-17,Leicester,Burnley,3,0,2016,E0,1,England
2016-09-17,Man City,Bournemouth,4,0,2016,E0,1,England
2016-09-17,West Brom,West Ham,4,2,2016,E0,1,England
2016-09-18,Crystal Palace,Stoke,4,1,2016,E0,1,England
2016-09-18,Southampton,Swansea,1,0,2016,E0,1,England
2016-09-18,Tottenham,Sunderland,1,0,2016,E0,1,England
2016-09-18,Watford,Man United,3,1,2016,E0,1,England
2016-09-24,Arsenal,Chelsea,3,0,2016,E0,1,England
2016-09-24,Bournemouth,Everton,1,0,2016,E0,1,England
2016-09-24,Liverpool,Hull,5,1,2016,E0,1,England
2016-09-24,Man United,Leicester,4,1,2016,E0,1,England
2016-09-24,Middlesbrough,Tottenham,1,2,2016,E0,1,England
2016-09-24,Stoke,West Brom,1,1,2016,E0,1,England
2016-09-24,Sunderland,Crystal Palace,2,3,2016,E0,1,England
2016-09-24,Swansea,Man City,1,3,2016,E0,1,England
2016-09-25,West Ham,Southampton,0,3,2016,E0,1,England
2016-09-26,Burnley,Watford,2,0,2016,E0,1,England
2016-09-30,Everton,Crystal Palace,1,1,2016,E0,1,England
2016-10-01,Hull,Chelsea,0,2,2016,E0,1,England
2016-10-01,Sunderland,West Brom,1,1,2016,E0,1,England
2016-10-01,Swansea,Liverpool,1,2,2016,E0,1,England
2016-10-01,Watford,Bournemouth,2,2,2016,E0,1,England
2016-10-01,West Ham,Middlesbrough,1,1,2016,E0,1,England
2016-10-02,Burnley,Arsenal,0,1,2016,E0,1,England
2016-10-02,Leicester,Southampton,0,0,2016,E0,1,England
2016-10-02,Man United,Stoke,1,1,2016,E0,1,England
2016-10-02,Tottenham,Man City,2,0,2016,E0,1,England
2016-10-15,Arsenal,Swansea,3,2,2016,E0,1,England
2016-10-15,Bournemouth,Hull,6,1,2016,E0,1,England
2016-10-15,Chelsea,Leicester,3,0,2016,E0,1,England
2016-10-15,Crystal Palace,West Ham,0,1,2016,E0,1,England
2016-10-15,Man City,Everton,1,1,2016,E0,1,England
2016-10-15,Stoke,Sunderland,2,0,2016,E0,1,England
2016-10-15,West Brom,Tottenham,1,1,2016,E0,1,England
2016-10-16,Middlesbrough,Watford,0,1,2016,E0,1,England
2016-10-16,Southampton,Burnley,3,1,2016,E0,1,England
2016-10-17,Liverpool,Man United,0,0,2016,E0,1,England
2016-10-22,Arsenal,Middlesbrough,0,0,2016,E0,1,England
2016-10-22,Bournemouth,Tottenham,0,0,2016,E0,1,England
2016-10-22,Burnley,Everton,2,1,2016,E0,1,England
2016-10-22,Hull,Stoke,0,2,2016,E0,1,England
2016-10-22,Leicester,Crystal Palace,3,1,2016,E0,1,England
2016-10-22,Liverpool,West Brom,2,1,2016,E0,1,England
2016-10-22,Swansea,Watford,0,0,2016,E0,1,England
2016-10-22,West Ham,Sunderland,1,0,2016,E0,1,England
2016-10-23,Chelsea,Man United,4,0,2016,E0,1,England
2016-10-23,Man City,Southampton,1,1,2016,E0,1,England
2016-10-29,Crystal Palace,Liverpool,2,4,2016,E0,1,England
2016-10-29,Man United,Burnley,0,0,2016,E0,1,England
2016-10-29,Middlesbrough,Bournemouth,2,0,2016,E0,1,England
2016-10-29,Sunderland,Arsenal,1,4,2016,E0,1,England
2016-10-29,Tottenham,Leicester,1,1,2016,E0,1,England
2016-10-29,Watford,Hull,1,0,2016,E0,1,England
2016-10-29,West Brom,Man City,0,4,2016,E0,1,England
2016-10-30,Everton,West Ham,2,0,2016,E0,1,England
2016-10-30,Southampton,Chelsea,0,2,2016,E0,1,England
2016-10-31,Stoke,Swansea,3,1,2016,E0,1,England
2016-11-05,Bournemouth,Sunderland,1,2,2016,E0,1,England
2016-11-05,Burnley,Crystal Palace,3,2,2016,E0,1,England
2016-11-05,Chelsea,Everton,5,0,2016,E0,1,England
2016-11-05,Man City,Middlesbrough,1,1,2016,E0,1,England
2016-11-05,West Ham,Stoke,1,1,2016,E0,1,England
2016-11-06,Arsenal,Tottenham,1,1,2016,E0,1,England
2016-11-06,Hull,Southampton,2,1,2016,E0,1,England
2016-11-06,Leicester,West Brom,1,2,2016,E0,1,England
2016-11-06,Liverpool,Watford,6,1,2016,E0,1,England
2016-11-06,Swansea,Man United,1,3,2016,E0,1,England
2016-11-19,Crystal Palace,Man City,1,2,2016,E0,1,England
2016-11-19,Everton,Swansea,1,1,2016,E0,1,England
2016-11-19,Man United,Arsenal,1,1,2016,E0,1,England
2016-11-19,Southampton,Liverpool,0,0,2016,E0,1,England
2016-11-19,Stoke,Bournemouth,0,1,2016,E0,1,England
2016-11-19,Sunderland,Hull,3,0,2016,E0,1,England
2016-11-19,Tottenham,West Ham,3,2,2016,E0,1,England
2016-11-19,Watford,Leicester,2,1,2016,E0,1,England
2016-11-20,Middlesbrough,Chelsea,0,1,2016,E0,1,England
2016-11-21,West Brom,Burnley,4,0,2016,E0,1,England
2016-11-26,Burnley,Man City,1,2,2016,E0,1,England
2016-11-26,Chelsea,Tottenham,2,1,2016,E0,1,England
2016-11-26,Hull,West Brom,1,1,2016,E0,1,England
2016-11-26,Leicester,Middlesbrough,2,2,2016,E0,1,England
2016-11-26,Liverpool,Sunderland,2,0,2016,E0,1,England
2016-11-26,Swansea,Crystal Palace,5,4,2016,E0,1,England
2016-11-27,Arsenal,Bournemouth,3,1,2016,E0,1,England
2016-11-27,Man United,West Ham,1,1,2016,E0,1,England
2016-11-27,Southampton,Everton,1,0,2016,E0,1,England
2016-11-27,Watford,Stoke,0,1,2016,E0,1,England
2016-12-03,Crystal Palace,Southampton,3,0,2016,E0,1,England
2016-12-03,Man City,Chelsea,1,3,2016,E0,1,England
2016-12-03,Stoke,Burnley,2,0,2016,E0,1,England
2016-12-03,Sunderland,Leicester,2,1,2016,E0,1,England
2016-12-03,Tottenham,Swansea,5,0,2016,E0,1,England
2016-12-03,West Brom,Watford,3,1,2016,E0,1,England
2016-12-03,West Ham,Arsenal,1,5,2016,E0,1,England
2016-12-04,Bournemouth,Liverpool,4,3,2016,E0,1,England
2016-12-04,Everton,Man United,1,1,2016,E0,1,England
2016-12-05,Middlesbrough,Hull,1,0,2016,E0,1,England
2016-12-10,Arsenal,Stoke,3,1,2016,E0,1,England
2016-12-10,Burnley,Bournemouth,3,2,2016,E0,1,England
2016-12-10,Hull,Crystal Palace,3,3,2016,E0,1,England
2016-12-10,Leicester,Man City,4,2,2016,E0,1,England
2016-12-10,Swansea,Sunderland,3,0,2016,E0,1,England
2016-12-10,Watford,Everton,3,2,2016,E0,1,England
2016-12-11,Chelsea,West Brom,1,0,2016,E0,1,England
2016-12-11,Liverpool,West Ham,2,2,2016,E0,1,England
2016-12-11,Man United,Tottenham,1,0,2016,E0,1,England
